rank,name,slug,tvl,category,chains,defillama_github,open_source_flag,tvl_code_path,best_source_repo,best_source_score,best_source_language,best_source_description
277,Mantle Restaking,mantle-restaking,87113463.97,Liquid Restaking,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/mantle-restaking/index.js,,,,
278,Treehouse Protocol,treehouse-protocol,86684910.76,DOR,Ethereum;Avalanche;Mantle,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/treehouse/index.js,,,,
279,Strata Markets,strata-markets,86635480.54,Yield,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/strata-tranches/index.js,,,,
280,Avant avUSD,avant-avusd,86356474.98,Basis Trading,Avalanche,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/avant/index.js,,,,
281,Loopscale,loopscale,84802618.78,Lending,Solana,LoopscaleLabs,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/loopscale/index.js,LoopscaleLabs/damm-v2,5,Rust,Dynamic Automated Market Maker V2 Program (DAMM V2)
282,YBTC.B,ybtc.b,84757720.54,Anchor BTC,Bitlayer,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/bitlayer-ybtc_b/index.js,,,,
283,Lulo,lulo,84755824.07,Yield Aggregator,Solana,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/lulo/index.js,,,,
284,Enzyme Finance,enzyme-finance,84695677.69,Indexes,Ethereum;Polygon;Arbitrum,enzymefinance,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/enzyme/index.js,enzymefinance/protocol,12,Solidity,Enzyme Protocol Implementation
285,Zest V2,zest-v2,84111174.74,Lending,Stacks,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/zest-v2/index.js,,,,
286,Exponent,exponent,83953731.37,Yield,Solana,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/exponent/index.js,,,,
287,infiniFi,infinifi,82833080.36,Yield,Ethereum,InfiniFi-Labs,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/infiniFi/index.js,InfiniFi-Labs/infinifi-protocol,10,Solidity,
288,Firelight,firelight,81819174.44,Farm,Flare,firelight-protocol,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/firelight/index.js,firelight-protocol/firelight-core,10,Solidity,
289,Sophon Bridge,sophon-bridge,81272983.9,Canonical Bridge,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/sophon/index.js,,,,
290,Reserve Protocol,reserve-protocol,80435356.68,Indexes,Ethereum;Base;Arbitrum;Binance,reserve-protocol,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/reserve/index.js,reserve-protocol/staking-contract,12,Solidity,
291,UltraYield Curator,ultrayield-curator,80305471.87,Risk Curators,Ethereum;Hyperliquid L1;Etherlink;Monad;Base;TAC;Optimism;Arbitrum;Plasma;Plume Mainnet;Linea,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/ultrayield-by-edge-capital/index.js,,,,
292,AILayer farm,ailayer-farm,79675455.72,Farm,Bitcoin;zkLink,AINNLayer2,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/ainn-layer2/index.js,,,,
293,Lorenzo sUSD1+,lorenzo-susd1+,79603533.25,Yield,Binance;Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/lorenzo-susd1plus/index.js,,,,
294,Frax USD,frax-usd,79015416.56,RWA,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/frax-rwa/index.js,,,,
295,Re7 Labs,re7-labs,78650120.71,Risk Curators,Avalanche;Plasma;World Chain;Ethereum;Starknet;Binance;Plume Mainnet;Base;Linea;Sonic;Unichain;TAC;Polygon;BOB;Berachain,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/re7/index.js,,,,
296,PancakeSwap Infinity,pancakeswap-infinity,78323156.0,Dexs,Binance;Base,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/pancakeswap-infinity/index.js,,,,
297,BitFi BTC,bitfi-btc,78253138.04,Anchor BTC,AILayer,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/bitfi/index.js,,,,
298,Liquity V2,liquity-v2,78218124.08,CDP,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/liquity-v2/index.js,,,,
299,Mainstreet,mainstreet,77762217.17,Basis Trading,Ethereum,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/mainstreet/index.js,,,,
300,Save,save,77669701.08,Lending,Solana;Eclipse,,,https://github.com/DefiLlama/DefiLlama-Adapters/blob/main/projects/solend/index.js,,,,
